skld_id;dkzl_id;data_sprzedazy;preparat;preparat_nazwa;preparat_gabaryt;ilosc_zlecona;oddzial;magazyn;magazyn_skrot;magazyn_typ;lokalizacja;numer_serii;data_waznosci;kontrahent;kontrahent_nazwa;odbiorca;odbiorca_nazwa;rodzaj_zlecenia;zdalne;tryb_realizacji;wlasciciel;dysponent;trasa;wyjazd
1237932278;241673456;09.01.2020;125884;Atorvasterol, 20 mg, tabl.powl., 30 szt,bl(3x10);147;5;101;13;K1;W;M-0-04-2-2;;;10140;APTEKA;10140;APTEKA;N;N;N;36657;;;
1237932273;241673456;09.01.2020;139615;Apo-Atorva, 40 mg, tabl.powl., 30 szt;458;1;101;13;K1;W;P-1-01-2-9;;;10140;APTEKA;10140;APTEKA;N;N;N;36657;;;
1237932214;241673456;09.01.2020;28947;Rytmonorm 150, 150 mg, tabl.powl., 20 szt;126;6;101;13;K1;W;T-1-05-3-1;;;10140;APTEKA;10140;APTEKA;N;N;N;36657;;;
1237932250;241673456;09.01.2020;118526;Warfin, 3 mg, tabl., 100 szt,słoik;184;2;101;13;K1;W;N-0-03-0-7;;;10140;APTEKA;10140;APTEKA;N;N;N;36657;;;
1237932190;241673456;09.01.2020;54613;Octenisept, płyn na skórę, 250 ml,sprysk;225;1;101;13;K1;W;G-3-09-C-2;;;10140;APTEKA;10140;APTEKA;N;N;N;36657;;;
1237932187;241673456;09.01.2020;139602;Noliprel Bi-Forte, 10 mg+2,5 mg, tabl.powl., 30 szt,poj;116;2;101;13;K1;W;N-0-01-2-6;;;10140;APTEKA;10140;APTEKA;N;N;N;36657;;;
1237932209;241673456;09.01.2020;149547;Regenerum, serum, regeneracyjne do pięt, 30 g;156;1;101;13;K1;W;W-1-02-1-7;;;10140;APTEKA;10140;APTEKA;N;N;N;36657;;;
1237932152;241673456;09.01.2020;149579;Lacrimal, krople do oczu, nawilżające, 2 x 5 ml;69;3;101;13;K1;W;L-1-08-2-9;;;10140;APTEKA;10140;APTEKA;N;N;N;36657;;;
1237932298;241673456;09.01.2020;153736;Bisocard, 2,5 mg, tabl.powl., 60 szt;188;3;101;13;K1;W;P-0-04-2-8;;;10140;APTEKA;10140;APTEKA;N;N;N;36657;;;
1237932257;241673456;09.01.2020;243842;Adaster, 5 mg, tabl.powl., 30 szt;105;3;101;13;K1;W;T-1-06-0-4;;;10140;APTEKA;10140;APTEKA;N;N;N;36657;;;
1237932199;241673456;09.01.2020;240475;Potazek Mag, kaps.o przedł.uwaln., 50 szt;265;1;101;13;K1;W;U-0-05-0-7;;;10140;APTEKA;10140;APTEKA;N;N;N;36657;;;
1237932155;241673456;09.01.2020;247085;Metronidazol Polpharma, 500 mg, tabl., 28 szt;632;2;101;13;K1;W;U-1-01-0-6;;;10140;APTEKA;10140;APTEKA;N;N;N;36657;;;
1237932162;241673456;09.01.2020;258423;Mirzaten 30 mg, 30 mg, tabl.powl.,(i.rów),Delf,Rum, 30 szt;116;2;101;13;K1;W;C-3-08-E-4;;;10140;APTEKA;10140;APTEKA;N;N;N;36657;;;
1237932372;241673502;09.01.2020;140697;Zaranta, 40 mg, tabl.powl., 28 szt;348;2;101;13;K1;W;B-3-11-A-1;;;10506;APTEKA;10506;APTEKA;N;N;N;36657;;;
1237926028;241671916;09.01.2020;124190;Velaxin ER  75 mg, kaps.o przedł.uwaln.tw., 28 szt;251;3;101;13;K1;W;U-1-09-1-1;;;10506;APTEKA;10506;APTEKA;N;N;N;36657;;;
1237929959;241672919;09.01.2020;129912;Test pask. Diagnostic Gold Strip, 50 pasków;114;3;101;13;K1;W;L-1-01-1-9;;;10506;APTEKA;10506;APTEKA;N;N;N;36657;;;
1237938895;241674866;09.01.2020;145941;Candepres HCT,16 mg + 12,5 mg, tabl., 28 szt;257;4;101;13;K1;W;I-0-07-2-3;;;10506;APTEKA;10506;APTEKA;N;N;N;36657;;;
1237940889;241675300;09.01.2020;245742;Eludrilclassic, płyn, d/płuk.jamy ustnej,oczysz.i łag.,500ml;861;1;101;13;K1;W;Q-7-02-B-1;;;10506;APTEKA;10506;APTEKA;N;N;N;36657;;;
1237929598;241672859;09.01.2020;152319;Asaris, (500 mcg+50 mcg)/daw.inh., prosz.d/inhal., 60 dawek;308;2;101;13;K1;W;J-0-06-2-7;;;10506;APTEKA;10506;APTEKA;N;N;N;36657;;;
1237919667;241670498;09.01.2020;210434;Valzek, 160 mg, tabl., 28 szt;140;2;101;13;K1;W;B-3-04-C-4;;;10506;APTEKA;10506;APTEKA;N;N;N;36657;;;
1237879611;241660362;09.01.2020;259080;Nebicard, 10 mg, tabl., 28 szt;201;1;101;13;K1;W;D-7-02-C-1;;;10506;APTEKA;10506;APTEKA;N;N;N;36657;;;
1237840881;241647286;09.01.2020;131978;Tinct. Arnicae, nalew., (H.Kr.),100 ml;352;1;101;13;K1;W;F-5-06-C-4;;;10599;"APTEKA ""PARKOWA"" S.C. MGR FARM. ALICJA GALEK, MACIEJ ROGALA";10599;"APTEKA ""PARKOWA"" S.C. MGR FARM. ALICJA GALEK, MACIEJ ROGALA";N;N;N;36657;;;
1237921927;241671108;09.01.2020;75491;Bioprazol, 20 mg, kaps.twarde, 28 szt;216;2;101;13;K1;W;K-0-03-1-5;;;10720;APTEKA;10720;APTEKA;N;N;N;36657;;;
1237851300;241650679;09.01.2020;130816;Multilac, kaps., 10 szt;42;1;101;13;K1;W;N-0-04-1-0;;;10984;APTEKA DBAM O ZDROWIE;10984;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237847336;241649426;09.01.2020;131171;Co-Prestarium,  5 mg+ 5 mg, tabl., 30 szt,poj;132;5;101;13;K1;W;L-0-04-2-7;;;10984;APTEKA DBAM O ZDROWIE;10984;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237851299;241650679;09.01.2020;130709;Linea fix, herbatka ziołowa, 20 szt;783;1;101;13;K1;W;B-7-07-D-3;;;10984;APTEKA DBAM O ZDROWIE;10984;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237851297;241650679;09.01.2020;12338;Aspargin, tabl., (Filofarm), 50 szt,bl(2x25);209;1;101;13;K1;W;K-0-04-2-1;;;10984;APTEKA DBAM O ZDROWIE;10984;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237880462;241660591;09.01.2020;247474;Rinotac, spray, do nosa, 10 ml;142;1;101;13;K1;W;H-4-08-D-1;;;10984;APTEKA DBAM O ZDROWIE;10984;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237851298;241650679;09.01.2020;207461;Dermedic Normacne Preventi, żel, antybakt.,do mycia, 200 ml;142;1;101;13;K1;W;Q-0-10-A-2;;;10984;APTEKA DBAM O ZDROWIE;10984;APTEKA DBAM O ZDROWIE;I;N;N;36657;96949;;
1237895181;241664751;09.01.2020;155944;Glycerolum, 85%, płyn, (Galfarm), 150 g;189;3;101;13;K1;W;S-1-13-B-4;;;10984;APTEKA DBAM O ZDROWIE;10984;APTEKA DBAM O ZDROWIE;N;N;N;36657;;;
1237810273;241639158;09.01.2020;120372;Pedicul Hermal, płyn,do zwalcz.wszawicy głowy,100 ml;414;2;101;13;K1;W;G-8-07-E-1;;;10984;APTEKA DBAM O ZDROWIE;10984;APTEKA DBAM O ZDROWIE;I;N;N;36657;;;
1237931542;241673247;09.01.2020;122680;ValproLEK 500, 500 mg, tabl.o przedł.uwaln., 30 szt,bl(3x10);333;4;101;13;K1;W;E-6-07-C-2;;;12525;APTEKA MGR FARM. SŁAWOMIR PINIAK;12525;APTEKA MGR FARM. SŁAWOMIR PINIAK;N;N;N;36657;;;
1237931260;241673247;09.01.2020;209638;Biomentin, 20 mg, tabl.powl., 56 szt;165;1;101;13;K1;W;H-0-02-A-2;;;12525;APTEKA MGR FARM. SŁAWOMIR PINIAK;12525;APTEKA MGR FARM. SŁAWOMIR PINIAK;N;N;N;36657;;;
1237931374;241673247;09.01.2020;112930;Ketrel,  25 mg, tabl.powl., 30 szt, poj.;137;2;101;13;K1;W;J-0-05-1-4;;;12525;APTEKA MGR FARM. SŁAWOMIR PINIAK;12525;APTEKA MGR FARM. SŁAWOMIR PINIAK;N;N;N;36657;;;
1237904813;241667128;09.01.2020;139295;Suvardio, 10 mg, tabl.powl., 28 szt,bl;250;4;101;13;K1;W;L-0-06-2-1;;;12525;APTEKA MGR FARM. SŁAWOMIR PINIAK;12525;APTEKA MGR FARM. SŁAWOMIR PINIAK;N;N;N;36657;;;
1237917613;241670025;09.01.2020;154575;Apo-Fina, 5 mg, tabl.powl., 90 szt;189;1;101;13;K1;W;P-0-01-2-1;;;12525;APTEKA MGR FARM. SŁAWOMIR PINIAK;12525;APTEKA MGR FARM. SŁAWOMIR PINIAK;N;N;N;36657;;;
1237852977;241651230;09.01.2020;154976;Orton Flex, kaps., 30 szt;207;1;101;13;K1;W;W-1-06-1-8;;;12556;APTEKA KRYSTYNA JANICKA;12556;APTEKA KRYSTYNA JANICKA;N;N;N;36657;;;
1237835836;241645748;09.01.2020;141956;Virdepol, krem, z konopi, 100 ml;176;5;101;13;K1;W;E-3-01-D-1;;;12556;APTEKA KRYSTYNA JANICKA;12556;APTEKA KRYSTYNA JANICKA;N;N;N;36657;;;
1237893208;241664203;09.01.2020;205671;Zajadex, maść, na zajady i problemy skóry ust, 10 ml;315;1;101;13;K1;W;L-0-04-0-2;;;12556;APTEKA KRYSTYNA JANICKA;12556;APTEKA KRYSTYNA JANICKA;N;N;N;36657;;;
1237868140;241656582;09.01.2020;150250;Sildenafil Actavis, 100 mg, tabl.powl., 8 szt,bl;104;2;101;13;K1;W;T-1-06-3-1;;;12610;APTEKA - ANTONINA CZERNIACHOWICZ;12610;APTEKA - ANTONINA CZERNIACHOWICZ;N;N;N;36657;;;
1237925807;241671869;09.01.2020;259491;Opaska podtrz.Peha-fix, elastyczna, 4mx12cm, 1 szt;108;10;101;13;K1;W;H-7-12-E-3;;;15060;"APTEKA ""ZDROWIE"" DOROTA KOZŁOWSKA, JADWIGA ROJEK-BUŁA";15060;"APTEKA ""ZDROWIE"" DOROTA KOZŁOWSKA, JADWIGA ROJEK-BUŁA";N;N;N;36657;;;
1237867156;241656287;09.01.2020;12357;Convulex 150, 150 mg, kaps.miękkie, 100 szt;639;1;101;13;K1;W;C-9-14-A-3;;;15060;"APTEKA ""ZDROWIE"" DOROTA KOZŁOWSKA, JADWIGA ROJEK-BUŁA";15060;"APTEKA ""ZDROWIE"" DOROTA KOZŁOWSKA, JADWIGA ROJEK-BUŁA";N;N;N;36657;;;
1237886696;241662574;09.01.2020;124843;Herbata Żurawinowa, (H.L.), 2,5 g, 20 sasz. (Owoc.A);734;2;101;13;K1;W;B-9-09-E-5;;;15060;"APTEKA ""ZDROWIE"" DOROTA KOZŁOWSKA, JADWIGA ROJEK-BUŁA";15060;"APTEKA ""ZDROWIE"" DOROTA KOZŁOWSKA, JADWIGA ROJEK-BUŁA";N;N;N;36657;;;
1237913257;241669032;09.01.2020;119472;Compeed, plast.,z kw.salic,na odciski m/palcami, 6 szt;43;1;101;13;K1;W;G-6-10-B-1;;;15060;"APTEKA ""ZDROWIE"" DOROTA KOZŁOWSKA, JADWIGA ROJEK-BUŁA";15060;"APTEKA ""ZDROWIE"" DOROTA KOZŁOWSKA, JADWIGA ROJEK-BUŁA";N;N;N;36657;;;
1237837076;241645875;09.01.2020;75765;Amol, płyn doustny, na skórę, 100 ml;341;4;101;13;K1;W;J-0-05-2-3;;;15060;"APTEKA ""ZDROWIE"" DOROTA KOZŁOWSKA, JADWIGA ROJEK-BUŁA";15060;"APTEKA ""ZDROWIE"" DOROTA KOZŁOWSKA, JADWIGA ROJEK-BUŁA";N;N;N;36657;;;
1237935770;241674221;09.01.2020;14254;Maalox, (35 mg + 40 mg)/ml,zaw.doustna, 250 ml;579;1;101;13;K1;W;S-7-02-C-4;;;15060;"APTEKA ""ZDROWIE"" DOROTA KOZŁOWSKA, JADWIGA ROJEK-BUŁA";15060;"APTEKA ""ZDROWIE"" DOROTA KOZŁOWSKA, JADWIGA ROJEK-BUŁA";N;N;N;36657;;;
1237861645;241654538;09.01.2020;250609;Leflunomid Bluefish, 20 mg, tabl.powl., 30 szt;141;1;101;13;K1;W;H-1-02-D-1;;;15060;"APTEKA ""ZDROWIE"" DOROTA KOZŁOWSKA, JADWIGA ROJEK-BUŁA";15060;"APTEKA ""ZDROWIE"" DOROTA KOZŁOWSKA, JADWIGA ROJEK-BUŁA";N;N;N;36657;;;
1237873087;241658095;09.01.2020;13158;Linomag, 200 mg/g, maść, 30 g;159;1;101;13;K1;W;J-0-03-2-5;;;15060;"APTEKA ""ZDROWIE"" DOROTA KOZŁOWSKA, JADWIGA ROJEK-BUŁA";15060;"APTEKA ""ZDROWIE"" DOROTA KOZŁOWSKA, JADWIGA ROJEK-BUŁA";N;N;N;36657;;;
1237856061;241652087;09.01.2020;248927;Rupafin, 1 mg/ml,roztw.doust,(i.rów),Delf,Rum,120 ml;676;10;101;13;K1;W;F-3-09-A-1;;;15062;"APTEKA ""POD SŁONIEM"" SPÓŁKA JAWNA KATARZYNA OGONOWSKA, JADWIGA BAJER";15062;"APTEKA ""POD SŁONIEM"" SPÓŁKA JAWNA KATARZYNA OGONOWSKA, JADWIGA BAJER";N;N;N;36657;;;
1237855801;241652087;09.01.2020;245322;Diuver,  5 mg,tabl.,(i.rów),InPh,Niem, 30 szt (MZ302/16);93;10;101;13;K1;W;L-1-01-0-1;;;15062;"APTEKA ""POD SŁONIEM"" SPÓŁKA JAWNA KATARZYNA OGONOWSKA, JADWIGA BAJER";15062;"APTEKA ""POD SŁONIEM"" SPÓŁKA JAWNA KATARZYNA OGONOWSKA, JADWIGA BAJER";N;N;N;36657;;;
1237855840;241652087;09.01.2020;239437;Diuver, 10 mg,tabl.,(i.rów),Delf,Niem, 30 szt (MZ 34/16);88;5;101;13;K1;W;U-1-08-0-7;;;15062;"APTEKA ""POD SŁONIEM"" SPÓŁKA JAWNA KATARZYNA OGONOWSKA, JADWIGA BAJER";15062;"APTEKA ""POD SŁONIEM"" SPÓŁKA JAWNA KATARZYNA OGONOWSKA, JADWIGA BAJER";N;N;N;36657;;;
1237856219;241652087;09.01.2020;231796;Tardyferon,80 mg Fe2+,tabl.o p.uwal,(i.rów),InPh,Hiszp,30szt;118;4;101;13;K1;W;B-3-11-D-1;;;15062;"APTEKA ""POD SŁONIEM"" SPÓŁKA JAWNA KATARZYNA OGONOWSKA, JADWIGA BAJER";15062;"APTEKA ""POD SŁONIEM"" SPÓŁKA JAWNA KATARZYNA OGONOWSKA, JADWIGA BAJER";N;N;N;36657;;;
1237855481;241652087;09.01.2020;131122;Corneregel,50 mg/g,żel d/oczu,(i.rów),Delf,Grecja,10 g;108;30;101;13;K1;W;N-1-03-2-6;;;15062;"APTEKA ""POD SŁONIEM"" SPÓŁKA JAWNA KATARZYNA OGONOWSKA, JADWIGA BAJER";15062;"APTEKA ""POD SŁONIEM"" SPÓŁKA JAWNA KATARZYNA OGONOWSKA, JADWIGA BAJER";N;N;N;36657;;;
1237866638;241655901;09.01.2020;44477;Enterol 250, 250 mg, prosz.d/sp.zaw.doustn.,10 saszet.;117;2;101;13;K1;W;L-1-06-0-9;;;15214;"APTEKA ""STARÓWKA"" S.C.";15214;"APTEKA ""STARÓWKA"" S.C.";N;N;N;36657;;;
1237867164;241655901;09.01.2020;255259;Silcontrol, 25 mg, tabl.powl., 4 szt;128;4;101;13;K1;W;E-7-06-E-2;;;15214;"APTEKA ""STARÓWKA"" S.C.";15214;"APTEKA ""STARÓWKA"" S.C.";N;N;N;36657;;;
1237867165;241655901;09.01.2020;255259;Silcontrol, 25 mg, tabl.powl., 4 szt;128;1;101;13;K1;W;D-7-08-E-4;;;15214;"APTEKA ""STARÓWKA"" S.C.";15214;"APTEKA ""STARÓWKA"" S.C.";N;N;N;36657;;;
1237865791;241655901;09.01.2020;75765;Amol, płyn doustny, na skórę, 100 ml;341;2;101;13;K1;W;J-0-05-2-3;;;15214;"APTEKA ""STARÓWKA"" S.C.";15214;"APTEKA ""STARÓWKA"" S.C.";N;N;N;36657;;;
1237866639;241655901;09.01.2020;167506;Enterol 250, 250 mg, kaps., 20 szt,bl;449;2;101;13;K1;W;M-0-07-0-3;;;15214;"APTEKA ""STARÓWKA"" S.C.";15214;"APTEKA ""STARÓWKA"" S.C.";N;N;N;36657;;;
1237926128;241671940;09.01.2020;240806;Aripilek, 15 mg, tabl., 56 szt;509;1;101;13;K1;W;D-7-08-E-2;;;15571;APTEKA VERBENA  M. NIEWIADOMSKA I SPÓŁKA - SPÓŁKA JAWNA;15571;APTEKA VERBENA  M. NIEWIADOMSKA I SPÓŁKA - SPÓŁKA JAWNA;N;N;N;36657;;;
1237926804;241672198;09.01.2020;14405;Bilobil, 40 mg, kaps., 60 szt;247;2;101;13;K1;W;F-9-03-B-2;;;15571;APTEKA VERBENA  M. NIEWIADOMSKA I SPÓŁKA - SPÓŁKA JAWNA;15571;APTEKA VERBENA  M. NIEWIADOMSKA I SPÓŁKA - SPÓŁKA JAWNA;N;N;N;36657;;;
1237941302;241675406;09.01.2020;26895;Zyrtec UCB, 10 mg, tabl.powl.,10 szt;126;2;101;13;K1;W;T-1-07-1-5;;;92096;POLSKA GRUPA FARMACEUTYCZNA S.A.;17033;"APTEKA ""ŚRODMIEJSKA"" WŁADYSŁAW MISIAK";Z;T;Z;36657;;;
1237869791;241657128;09.01.2020;143032;Versatis, 700 mg (Versatis, 5%), plast.leczniczy, 5 szt;935;2;101;13;K1;W;F-4-07-F-3;;;17356;FORTUNA - TONN SPÓŁKA JAWNA;17356;FORTUNA - TONN SPÓŁKA JAWNA;N;N;N;36657;;;
1237878343;241659947;09.01.2020;56982;Tritace  5, 5 mg, tabl., 28 szt;73;5;101;13;K1;W;M-0-01-2-3;;;17356;FORTUNA - TONN SPÓŁKA JAWNA;17356;FORTUNA - TONN SPÓŁKA JAWNA;N;N;N;36657;;;
1237878833;241660157;09.01.2020;57686;Zinnat,  250 mg/5 ml, gran.d/sp.zaw.doustn., 50 ml;342;2;101;13;K1;W;J-0-03-2-6;;;17356;FORTUNA - TONN SPÓŁKA JAWNA;17356;FORTUNA - TONN SPÓŁKA JAWNA;N;N;N;36657;;;
1237840074;241647034;09.01.2020;53453;Depakine Chrono 500,333mg+145mg, tabl.powl.przed.uw,30szt,bl;465;2;101;13;K1;W;K-0-03-2-7;;;17356;FORTUNA - TONN SPÓŁKA JAWNA;17356;FORTUNA - TONN SPÓŁKA JAWNA;N;N;N;36657;;;
1237840212;241647095;09.01.2020;56541;Dicloberl Retard,100 mg, kaps.o przedł.uwaln.,20 szt;172;2;101;13;K1;W;M-0-02-1-3;;;17356;FORTUNA - TONN SPÓŁKA JAWNA;17356;FORTUNA - TONN SPÓŁKA JAWNA;N;N;N;36657;;;
1237839159;241646744;09.01.2020;259739;Cetaphil EM, emuls.,micelarna,do mycia, 250 ml;728;1;101;13;K1;W;Q-7-08-B-2;;;17356;FORTUNA - TONN SPÓŁKA JAWNA;17356;FORTUNA - TONN SPÓŁKA JAWNA;N;N;N;36657;;;
1237877033;241659581;09.01.2020;154509;TamisPras, 0,4 mg, tabl.o przedł.uwaln., 30 szt;215;2;101;13;K1;W;P-0-02-2-2;;;17356;FORTUNA - TONN SPÓŁKA JAWNA;17356;FORTUNA - TONN SPÓŁKA JAWNA;N;N;N;36657;;;
1237833799;241389413;09.01.2020;99013;Allertec WZF, 10 mg, tabl.powl.,  7 szt;56;30;101;13;K1;W;J-0-06-0-2;;;17356;FORTUNA - TONN SPÓŁKA JAWNA;17356;FORTUNA - TONN SPÓŁKA JAWNA;N;N;N;36657;;;
1237365201;241555537;09.01.2020;143964;DexaPico, (1625 mg + 6,5 mg)/5ml, syrop, 115 ml;379;15;101;13;K1;W;S-9-00-P-4;;;17356;FORTUNA - TONN SPÓŁKA JAWNA;17356;FORTUNA - TONN SPÓŁKA JAWNA;N;N;N;36657;;;
1237878478;241660018;09.01.2020;125625;Valsacor 160 mg, 160 mg, tabl.powl., 28 szt,bl(4x7);224;10;101;13;K1;W;M-0-05-2-9;;;17356;FORTUNA - TONN SPÓŁKA JAWNA;17356;FORTUNA - TONN SPÓŁKA JAWNA;N;N;N;36657;;;
1237877225;241659633;09.01.2020;46086;Theospirex retard, 150 mg, tabl.powl.przedł.uw.,50 szt;159;1;101;13;K1;W;J-0-08-0-3;;;17356;FORTUNA - TONN SPÓŁKA JAWNA;17356;FORTUNA - TONN SPÓŁKA JAWNA;N;N;N;36657;;;
1237365203;241555537;09.01.2020;207617;Espiro, 25 mg, tabl.powl., 30 szt;119;15;101;13;K1;W;N-1-02-1-3;;;17356;FORTUNA - TONN SPÓŁKA JAWNA;17356;FORTUNA - TONN SPÓŁKA JAWNA;N;N;N;36657;;;
1237861431;241654461;09.01.2020;238219;LoGGic30, kaps., 30 szt;300;1;101;13;K1;W;W-1-08-0-5;;;17356;FORTUNA - TONN SPÓŁKA JAWNA;17356;FORTUNA - TONN SPÓŁKA JAWNA;N;N;N;36657;;;
1237855471;241652144;09.01.2020;155074;Ichthammolum, subst, (Galfarm),  50 g;115;1;101;13;K1;W;S-2-12-C-1;;;17394;"APTEKA ""ZDROWIE'' GRAZYNA MESZKA, JOLANTA SZCZEPANIAK SPÓŁKA JAWNA";17394;"APTEKA ""ZDROWIE'' GRAZYNA MESZKA, JOLANTA SZCZEPANIAK SPÓŁKA JAWNA";N;N;N;36657;;;
1237890423;241663417;09.01.2020;13632;Sylimarol 70 mg, 70 mg, tabl.draż., 30 szt;137;2;101;13;K1;W;K-0-03-0-1;;;17394;"APTEKA ""ZDROWIE'' GRAZYNA MESZKA, JOLANTA SZCZEPANIAK SPÓŁKA JAWNA";17394;"APTEKA ""ZDROWIE'' GRAZYNA MESZKA, JOLANTA SZCZEPANIAK SPÓŁKA JAWNA";N;N;N;36657;;;
1237879928;241660412;09.01.2020;74150;"Cerebrolysin, 215,2 mg/ml; 5 ml,roztw.do wstrz,infuz., 5 amp";216;1;101;13;K1;W;F-7-01-D-3;;;17734;"APTEKA ""NA TARGU"" ANNA OBIN";17734;"APTEKA ""NA TARGU"" ANNA OBIN";N;N;N;36657;;;
1237852449;241651018;09.01.2020;110312;Glosal, spray, na suche gardło, 25 ml (250dawek);194;1;101;13;K1;W;J-0-08-2-6;;;18533;MIŁOSZ D. SPÓŁKA JAWNA;18533;MIŁOSZ D. SPÓŁKA JAWNA;N;N;N;36657;;;
1237941846;241675518;09.01.2020;121992;Finpros 5 mg, 5 mg, tabl.powl., 30 szt,bl(3x10);109;3;101;13;K1;W;H-8-11-P-4;;;18963;APTEKA DR.MAX;18963;APTEKA DR.MAX;N;N;N;36657;;;
1237886865;241662624;09.01.2020;102475;Vit. A+E Medana, 2500 IU+200 mg, kaps.elast., 40 szt;180;4;101;13;K1;W;K-0-09-1-7;;;18963;APTEKA DR.MAX;18963;APTEKA DR.MAX;N;N;N;36657;;;
1237942433;241675613;09.01.2020;144398;Nilogrin, 10 mg, tabl.powl., 50 szt,bl;150;1;101;13;K1;W;A-3-00-R-18;;;19150;DOZ APTEKA. DBAM O ZDROWIE. POD ZŁOTYM TYGIELKIEM;19150;DOZ APTEKA. DBAM O ZDROWIE. POD ZŁOTYM TYGIELKIEM;N;N;N;36657;;;
1237942493;241675613;09.01.2020;234351;Tiapridal, 100 mg, tabl.,(i.rów),LGO,Rumunia, 20 szt;86;2;101;13;K1;W;B-4-08-A-1;;;19150;DOZ APTEKA. DBAM O ZDROWIE. POD ZŁOTYM TYGIELKIEM;19150;DOZ APTEKA. DBAM O ZDROWIE. POD ZŁOTYM TYGIELKIEM;N;N;N;36657;;;
